0,But sometimes I think sailors have an extra sense that tells them when they are in danger.
0,"Sometimes I think evil is a tangible thing—with wave lengths, just as sound and light have."
0,"An evil place can, so to speak, broadcast vibrations of evil."
0,"Anyhow, I'm glad we're getting out of this zone."
1,"Well, I think I'll turn in now, Rainsford."""
0,"""I'm not sleepy,"" said Rainsford."
0,"""I'm going to smoke another pipe up on the afterdeck."""
0,"""Good night, then, Rainsford."
0,"See you at breakfast."""
0,"""Right."
0,"Good night, Whitney."""
1,"There was no sound in the night as Rainsford sat there but the muffled throb of the engine that drove the yacht swiftly through the darkness, and the swish and ripple of the wash of the propeller."
0,"Rainsford, reclining in a steamer chair, indolently puffed on his favorite brier."
0,"The sensuous drowsiness of the night was on him."""
1,"It's so dark,"" he thought, ""that I could sleep without closing my eyes; the night would be my eyelids—""

An abrupt sound startled him."
0,"Off to the right he heard it, and his ears, expert in such matters, could not be mistaken."
0,"Again he heard the sound, and again."
0,"Somewhere, off in the blackness, someone had fired a gun three times."
0,"Rainsford sprang up and moved quickly to the rail, mystified."
0,"He strained his eyes in the direction from which the reports had come, but it was like trying to see through a blanket."
0,"He leaped upon the rail and balanced himself there, to get greater elevation; his pipe, striking a rope, was knocked from his mouth."
0,"He lunged for it; a short, hoarse cry came from his lips as he realized he had reached too far and had lost his balance."
0,The cry was pinched off short as the blood-warm waters of the Caribbean Sea dosed over his head.
1,"He struggled up to the surface and tried to cry out, but the wash from the speeding yacht slapped him in the face and the salt water in his open mouth made him gag and strangle."
0,"Desperately he struck out with strong strokes after the receding lights of the yacht, but he stopped before he had swum fifty feet."
0,A certain coolheadedness had come to him; it was not the first time he had been in a tight place.
0,"There was a chance that his cries could be heard by someone aboard the yacht, but that chance was slender and grew more slender as the yacht raced on."
0,He wrestled himself out of his clothes and shouted with all his power.
0,The lights of the yacht became faint and ever-vanishing fireflies; then they were blotted out entirely by the night.
1,Rainsford remembered the shots.
0,"They had come from the right, and doggedly he swam in that direction, swimming with slow, deliberate strokes, conserving his strength."
0,For a seemingly endless time he fought the sea.
1,"He began to count his strokes; he could do possibly a hundred more and then—

Rainsford heard a sound."
0,"It came out of the darkness, a high screaming sound, the sound of an animal in an extremity of anguish and terror."
0,He did not recognize the animal that made the sound; he did not try to; with fresh vitality he swam toward the sound.
0,"He heard it again; then it was cut short by another noise, crisp, staccato."
0,"""Pistol shot,"" muttered Rainsford, swimming on."
0,Ten minutes of determined effort brought another sound to his ears—the most welcome he had ever heard—the muttering and growling of the sea breaking on a rocky shore.
0,He was almost on the rocks before he saw them; on a night less calm he would have been shattered against them.
0,With his remaining strength he dragged himself from the swirling waters.
0,"Jagged crags appeared to jut up into the opaqueness; he forced himself upward, hand over hand."
0,"Gasping, his hands raw, he reached a flat place at the top."
0,Dense jungle came down to the very edge of the cliffs.
0,What perils that tangle of trees and underbrush might hold for him did not concern Rainsford just then.
0,"All he knew was that he was safe from his enemy, the sea, and that utter weariness was on him."
0,He flung himself down at the jungle edge and tumbled headlong into the deepest sleep of his life.
1,When he opened his eyes he knew from the position of the sun that it was late in the afternoon.
0,Sleep had given him new vigor; a sharp hunger was picking at him.
0,"He looked about him, almost cheerfully."
0,"""Where there are pistol shots, there are men."
0,"Where there are men, there is food,"" he thought."
0,"But what kind of men, he wondered, in so forbidding a place?"
0,An unbroken front of snarled and ragged jungle fringed the shore.
1,"He saw no sign of a trail through the closely knit web of weeds and trees; it was easier to go along the shore, and Rainsford floundered along by the water."
0,"Not far from where he landed, he stopped."
1,"Some wounded thing—by the evidence, a large animal—had thrashed about in the underbrush; the jungle weeds were crushed down and the moss was lacerated; one patch of weeds was stained crimson."
0,"A small, glittering object not far away caught Rainsford's eye and he picked it up."
0,It was an empty cartridge.
0,"""A twenty-two,"" he remarked."
0,"""That's odd."
0,It must have been a fairly large animal too.
0,The hunter had his nerve with him to tackle it with a light gun.
0,It's clear that the brute put up a fight.
0,I suppose the first three shots I heard was when the hunter flushed his quarry and wounded it.
0,"The last shot was when he trailed it here and finished it."""
1,He examined the ground closely and found what he had hoped to find—the print of hunting boots.
0,They pointed along the cliff in the direction he had been going.
0,"Eagerly he hurried along, now slipping on a rotten log or a loose stone, but making headway; night was beginning to settle down on the island."
1,Bleak darkness was blacking out the sea and jungle when Rainsford sighted the lights.
0,"He came upon them as he turned a crook in the coast line; and his first thought was that be had come upon a village, for there were many lights."
0,But as he forged along he saw to his great astonishment that all the lights were in one enormous building—a lofty structure with pointed towers plunging upward into the gloom.
0,"His eyes made out the shadowy outlines of a palatial chateau; it was set on a high bluff, and on three sides of it cliffs dived down to where the sea licked greedy lips in the shadows."
1,"""Mirage,"" thought Rainsford."
0,"But it was no mirage, he found, when he opened the tall spiked iron gate."
0,The stone steps were real enough; the massive door with a leering gargoyle for a knocker was real enough; yet above it all hung an air of unreality.
1,"He lifted the knocker, and it creaked up stiffly, as if it had never before been used."
0,"He let it fall, and it startled him with its booming loudness."
0,He thought he heard steps within; the door remained closed.
0,"Again Rainsford lifted the heavy knocker, and let it fall."
0,The door opened then—opened as suddenly as if it were on a spring—and Rainsford stood blinking in the river of glaring gold light that poured out.
1,"The first thing Rainsford's eyes discerned was the largest man Rainsford had ever seen—a gigantic creature, solidly made and black bearded to the waist."
0,"In his hand the man held a long-barreled revolver, and he was pointing it straight at Rainsford's heart."
0,Out of the snarl of beard two small eyes regarded Rainsford.
0,"""Don't be alarmed,"" said Rainsford, with a smile which he hoped was disarming."
0,"""I'm no robber."
0,I fell off a yacht.
0,"My name is Sanger Rainsford of New York City."""
1,The menacing look in the eyes did not change.
0,The revolver pointing as rigidly as if the giant were a statue.
0,"He gave no sign that he understood Rainsford's words, or that he had even heard them."
0,He was dressed in uniform—a black uniform trimmed with gray astrakhan.
0,"""I'm Sanger Rainsford of New York,"" Rainsford began again."
0,"""I fell off a yacht."
0,"I am hungry."""
0,The man's only answer was to raise with his thumb the hammer of his revolver.
0,"Then Rainsford saw the man's free hand go to his forehead in a military salute, and he saw him click his heels together and stand at attention."
0,"Another man was coming down the broad marble steps, an erect, slender man in evening clothes."
0,He advanced to Rainsford and held out his hand.
0,"In a cultivated voice marked by a slight accent that gave it added precision and deliberateness, he said, ""It is a very great pleasure and honor to welcome Mr. Sanger Rainsford, the celebrated hunter, to my home."""
1,Automatically Rainsford shook the man's hand.
0,"""I've read your book about hunting snow leopards in Tibet, you see,"" explained the man."
0,"""I am General Zaroff."""
1,"Rainsford's first impression was that the man was singularly handsome; his second was that there was an original, almost bizarre quality about the general's face."
0,"He was a tall man past middle age, for his hair was a vivid white; but his thick eyebrows and pointed military mustache were as black as the night from which Rainsford had come."
0,"His eyes, too, were black and very bright."
0,"He had high cheekbones, a sharpcut nose, a spare, dark face—the face of a man used to giving orders, the face of an aristocrat."
0,"Turning to the giant in uniform, the general made a sign."
0,"The giant put away his pistol, saluted, withdrew."
1,"""Ivan is an incredibly strong fellow,"" remarked the general, ""but he has the misfortune to be deaf and dumb."
0,"A simple fellow, but, I'm afraid, like all his race, a bit of a savage."""
0,"""Is he Russian?"""
0,"""He is a Cossack,"" said the general, and his smile showed red lips and pointed teeth."
0,"""So am I."""
0,"""Come,"" he said, ""we shouldn't be chatting here."
0,We can talk later.
0,"Now you want clothes, food, rest."
0,You shall have them.
0,"This is a most-restful spot."""
0,"Ivan had reappeared, and the general spoke to him with lips that moved but gave forth no sound."
0,"""Follow Ivan, if you please, Mr. Rainsford,"" said the general."
0,"""I was about to have my dinner when you came."
0,I'll wait for you.
0,"You'll find that my clothes will fit you, I think."""
1,"It was to a huge, beam-ceilinged bedroom with a canopied bed big enough for six men that Rainsford followed the silent giant."
0,"Ivan laid out an evening suit, and Rainsford, as he put it on, noticed that it came from a London tailor who ordinarily cut and sewed for none below the rank of duke."
1,The dining room to which Ivan conducted him was in many ways remarkable.
0,"There was a medieval magnificence about it; it suggested a baronial hall of feudal times with its oaken panels, its high ceiling, its vast refectory tables where twoscore men could sit down to eat."
0,"About the hall were mounted heads of many animals—lions, tigers, elephants, moose, bears; larger or more perfect specimens Rainsford had never seen."
0,"At the great table the general was sitting, alone."
1,"""You'll have a cocktail, Mr. Rainsford,"" he suggested."
0,"The cocktail was surpassingly good; and, Rainsford noted, the table appointments were of the finest—the linen, the crystal, the silver, the china."
1,"They were eating borsch, the rich, red soup with whipped cream so dear to Russian palates."
0,"Half apologetically General Zaroff said, ""We do our best to preserve the amenities of civilization here."
0,Please forgive any lapses.
0,"We are well off the beaten track, you know."
0,"Do you think the champagne has suffered from its long ocean trip?"""
0,"""Not in the least,"" declared Rainsford."
1,"He was finding the general a most thoughtful and affable host, a true cosmopolite."
0,But there was one small trait of the general's that made Rainsford uncomfortable.
0,"Whenever he looked up from his plate he found the general studying him, appraising him narrowly."
1,"""Perhaps,"" said General Zaroff, ""you were surprised that I recognized your name."
0,"You see, I read all books on hunting published in English, French, and Russian."
0,"I have but one passion in my life, Mr. Rainsford, and it is the hunt."""
0,"""You have some wonderful heads here,"" said Rainsford as he ate a particularly well-cooked filet mignon."
0,"""That Cape buffalo is the largest I ever saw."""
0,"""Oh, that fellow."
0,"Yes, he was a monster."""
0,"""Did he charge you?"""
0,"""Hurled me against a tree,"" said the general."
0,"""Fractured my skull."
0,"But I got the brute."""
0,"""I've always thought,"" said Rainsford, ""that the Cape buffalo is the most dangerous of all big game."""
0,For a moment the general did not reply; he was smiling his curious red-lipped smile.
0,"Then he said slowly, ""No."
0,"You are wrong, sir."
0,"The Cape buffalo is not the most dangerous big game."""
0,He sipped his wine.
0,"""Here in my preserve on this island,"" he said in the same slow tone, ""I hunt more dangerous game."""
0,Rainsford expressed his surprise.
1,"""Is there big game on this island?"""
0,The general nodded.
0,"""The biggest."""
0,"""Really?"""
0,"""Oh, it isn't here naturally, of course."
0,"I have to stock the island."""
0,"""What have you imported, general?"""
0,Rainsford asked.
0,"""Tigers?"""
0,The general smiled.
0,"""No,"" he said."
0,"""Hunting tigers ceased to interest me some years ago."
0,"I exhausted their possibilities, you see."
0,"No thrill left in tigers, no real danger."
0,"I live for danger, Mr."
0,"Rainsford."""
1,The general took from his pocket a gold cigarette case and offered his guest a long black cigarette with a silver tip; it was perfumed and gave off a smell like incense.
0,"""We will have some capital hunting, you and I,"" said the general."
0,"""I shall be most glad to have your society."""
0,"""But what game—"" began Rainsford."
0,"""I'll tell you,"" said the general."
0,"""You will be amused, I know."
0,"I think I may say, in all modesty, that I have done a rare thing."
0,I have invented a new sensation.
0,"May I pour you another glass of port?"""
0,"""Thank you, general."""
0,"The general filled both glasses, and said, ""God makes some men poets."
0,"Some He makes kings, some beggars."
0,Me He made a hunter.
0,"My hand was made for the trigger, my father said."
0,"He was a very rich man with a quarter of a million acres in the Crimea, and he was an ardent sportsman."
0,"When I was only five years old he gave me a little gun, specially made in Moscow for me, to shoot sparrows with."
0,"When I shot some of his prize turkeys with it, he did not punish me; he complimented me on my marksmanship."
0,I killed my first bear in the Caucasus when I was ten.
0,My whole life has been one prolonged hunt.
0,"I went into the army—it was expected of noblemen's sons—and for a time commanded a division of Cossack cavalry, but my real interest was always the hunt."
0,I have hunted every kind of game in every land.
0,"It would be impossible for me to tell you how many animals I have killed."""
1,The general puffed at his cigarette.
0,"""After the debacle in Russia I left the country, for it was imprudent for an officer of the Czar to stay there."
0,Many noble Russians lost everything.
0,"I, luckily, had invested heavily in American securities, so I shall never have to open a tearoom in Monte Carlo or drive a taxi in Paris."
0,"Naturally, I continued to hunt—grizzliest in your Rockies, crocodiles in the Ganges, rhinoceroses in East Africa."
0,It was in Africa that the Cape buffalo hit me and laid me up for six months.
0,"As soon as I recovered I started for the Amazon to hunt jaguars, for I had heard they were unusually cunning."
0,"They weren't."""
0,The Cossack sighed.
0,"""They were no match at all for a hunter with his wits about him, and a high-powered rifle."
0,I was bitterly disappointed.
0,I was lying in my tent with a splitting headache one night when a terrible thought pushed its way into my mind.
0,Hunting was beginning to bore me!
0,"And hunting, remember, had been my life."
0,"I have heard that in America businessmen often go to pieces when they give up the business that has been their life."""
0,"""Yes, that's so,"" said Rainsford."
0,The general smiled.
0,"""I had no wish to go to pieces,"" he said."
0,"""I must do something."
0,"Now, mine is an analytical mind, Mr. Rainsford."
0,"Doubtless that is why I enjoy the problems of the chase."""
0,"""No doubt, General Zaroff."""
1,"""So,"" continued the general, ""I asked myself why the hunt no longer fascinated me."
0,"You are much younger than I am, Mr. Rainsford, and have not hunted as much, but you perhaps can guess the answer."""
0,"""What was it?"""
0,"""Simply this: hunting had ceased to be what you call 'a sporting proposition.'"
0,It had become too easy.
0,I always got my quarry.
0,Always.
0,"There is no greater bore than perfection."""
1,The general lit a fresh cigarette.
0,"""No animal had a chance with me any more."
0,That is no boast; it is a mathematical certainty.
0,The animal had nothing but his legs and his instinct.
0,Instinct is no match for reason.
0,"When I thought of this it was a tragic moment for me, I can tell you."""
0,"Rainsford leaned across the table, absorbed in what his host was saying."
0,"""It came to me as an inspiration what I must do,"" the general went on."
0,"""And that was?"""
1,The general smiled the quiet smile of one who has faced an obstacle and surmounted it with success.
0,"""I had to invent a new animal to hunt,"" he said."
0,"""A new animal?"
0,"You're joking."""
0,"""Not at all,"" said the general."
0,"""I never joke about hunting."
0,I needed a new animal.
0,I found one.
0,"So I bought this island built this house, and here I do my hunting."
0,"The island is perfect for my purposes—there are jungles with a maze of traits in them, hills, swamps—""

""But the animal, General Zaroff?"""
0,"""Oh,"" said the general, ""it supplies me with the most exciting hunting in the world."
0,No other hunting compares with it for an instant.
0,"Every day I hunt, and I never grow bored now, for I have a quarry with which I can match my wits."""
0,Rainsford's bewilderment showed in his face.
0,"""I wanted the ideal animal to hunt,"" explained the general."
0,"""So I said, `What are the attributes of an ideal quarry?'"
0,"And the answer was, of course, `It must have courage, cunning, and, above all, it must be able to reason.""'"
0,"""But no animal can reason,"" objected Rainsford."
0,"""My dear fellow,"" said the general, ""there is one that can."""
0,"""But you can't mean—"" gasped Rainsford."
0,"""And why not?"""
0,"""I can't believe you are serious, General Zaroff."
0,"This is a grisly joke."""
0,"""Why should I not be serious?"
0,"I am speaking of hunting."""
0,"""Hunting?"
0,"Great Guns, General Zaroff, what you speak of is murder."""
1,The general laughed with entire good nature.
0,He regarded Rainsford quizzically.
0,"""I refuse to believe that so modern and civilized a young man as you seem to be harbors romantic ideas about the value of human life."
0,"Surely your experiences in the war—""

""Did not make me condone cold-blooded murder,"" finished Rainsford stiffly."
0,Laughter shook the general.
0,"""How extraordinarily droll you are!"""
0,he said.
0,"""One does not expect nowadays to find a young man of the educated class, even in America, with such a naive, and, if I may say so, mid-Victorian point of view."
0,It's like finding a snuffbox in a limousine.
0,"Ah, well, doubtless you had Puritan ancestors."
0,So many Americans appear to have had.
0,I'll wager you'll forget your notions when you go hunting with me.
0,"You've a genuine new thrill in store for you, Mr."
0,"Rainsford."""
0,"""Thank you, I'm a hunter, not a murderer."""
0,"""Dear me,"" said the general, quite unruffled, ""again that unpleasant word."
0,"But I think I can show you that your scruples are quite ill founded."""
0,"""Yes?"""
1,"""Life is for the strong, to be lived by the strong, and, if needs be, taken by the strong."
0,The weak of the world were put here to give the strong pleasure.
0,I am strong.
0,Why should I not use my gift?
0,"If I wish to hunt, why should I not?"
0,"I hunt the scum of the earth: sailors from tramp ships—lassars, blacks, Chinese, whites, mongrels—a thoroughbred horse or hound is worth more than a score of them."""
0,"""But they are men,"" said Rainsford hotly."
0,"""Precisely,"" said the general."
0,"""That is why I use them."
0,It gives me pleasure.
0,"They can reason, after a fashion."
0,"So they are dangerous."""
1,"""But where do you get them?"""
0,The general's left eyelid fluttered down in a wink.
0,"""This island is called Ship Trap,"" he answered."
0,"""Sometimes an angry god of the high seas sends them to me."
0,"Sometimes, when Providence is not so kind, I help Providence a bit."
1,"Come to the window with me."""
0,Rainsford went to the window and looked out toward the sea.
0,"""Watch!"
0,"Out there!"""
0,"exclaimed the general, pointing into the night."
0,"Rainsford's eyes saw only blackness, and then, as the general pressed a button, far out to sea Rainsford saw the flash of lights."
0,The general chuckled.
0,"""They indicate a channel,"" he said, ""where there's none; giant rocks with razor edges crouch like a sea monster with wide-open jaws."
0,"They can crush a ship as easily as I crush this nut."""
0,He dropped a walnut on the hardwood floor and brought his heel grinding down on it.
0,"""Oh, yes,"" he said, casually, as if in answer to a question, ""I have electricity."
0,"We try to be civilized here."""
0,"""Civilized?"
0,"And you shoot down men?"""
0,"A trace of anger was in the general's black eyes, but it was there for but a second; and he said, in his most pleasant manner, ""Dear me, what a righteous young man you are!"
0,I assure you I do not do the thing you suggest.
0,That would be barbarous.
0,I treat these visitors with every consideration.
0,They get plenty of good food and exercise.
0,They get into splendid physical condition.
0,"You shall see for yourself tomorrow."""
1,"""What do you mean?"""
0,"""We'll visit my training school,"" smiled the general."
0,"""It's in the cellar."
0,I have about a dozen pupils down there now.
0,They're from the Spanish bark Sanlûcar that had the bad luck to go on the rocks out there.
0,"A very inferior lot, I regret to say."
0,"Poor specimens and more accustomed to the deck than to the jungle."""
0,"He raised his hand, and Ivan, who served as waiter, brought thick Turkish coffee."
0,"Rainsford, with an effort, held his tongue in check."
1,"""It's a game, you see,"" pursued the general blandly."
0,"""I suggest to one of them that we go hunting."
0,I give him a supply of food and an excellent hunting knife.
0,I give him three hours' start.
0,"I am to follow, armed only with a pistol of the smallest caliber and range."
0,"If my quarry eludes me for three whole days, he wins the game."
0,"If I find him ""—the general smiled—"" he loses."""
1,"""Suppose he refuses to be hunted?"""
0,"""Oh,"" said the general, ""I give him his option, of course."
0,He need not play that game if he doesn't wish to.
0,"If he does not wish to hunt, I turn him over to Ivan."
0,"Ivan once had the honor of serving as official knouter to the Great White Czar, and he has his own ideas of sport."
0,"Invariably, Mr. Rainsford, invariably they choose the hunt."""
1,"""And if they win?"""
0,The smile on the general's face widened.
0,"""To date I have not lost,"" he said."
0,"Then he added, hastily: ""I don't wish you to think me a braggart, Mr. Rainsford."
0,Many of them afford only the most elementary sort of problem.
0,Occasionally I strike a tartar.
0,One almost did win.
0,"I eventually had to use the dogs."""
1,"""The dogs?"""
0,"""This way, please."
0,"I'll show you."""
0,The general steered Rainsford to a window.
0,"The lights from the windows sent a flickering illumination that made grotesque patterns on the courtyard below, and Rainsford could see moving about there a dozen or so huge black shapes; as they turned toward him, their eyes glittered greenly."
0,"""A rather good lot, I think,"" observed the general."
0,"""They are let out at seven every night."
0,"If anyone should try to get into my house—or out of it—something extremely regrettable would occur to him."""
0,He hummed a snatch of song from the Folies Bergère.
1,"""And now,"" said the general, ""I want to show you my new collection of heads."
0,"Will you come with me to the library?"""
0,"""I hope,"" said Rainsford, ""that you will excuse me tonight, General Zaroff."
0,"I'm really not feeling well."""
0,"""Ah, indeed?"""
0,the general inquired solicitously.
0,"""Well, I suppose that's only natural, after your long swim."
0,"You need a good, restful night's sleep."
0,"Tomorrow you'll feel like a new man, I'll wager."
0,"Then we'll hunt, eh?"
0,"I've one rather promising prospect—"" Rainsford was hurrying from the room."
0,"""Sorry you can't go with me tonight,"" called the general."
0,"""I expect rather fair sport—a big, strong, black."
0,"He looks resourceful—Well, good night, Mr. Rainsford; I hope you have a good night's rest."""
1,"The bed was good, and the pajamas of the softest silk, and he was tired in every fiber of his being, but nevertheless Rainsford could not quiet his brain with the opiate of sleep."
0,"He lay, eyes wide open."
0,Once he thought he heard stealthy steps in the corridor outside his room.
0,He sought to throw open the door; it would not open.
0,He went to the window and looked out.
0,His room was high up in one of the towers.
0,"The lights of the chateau were out now, and it was dark and silent; but there was a fragment of sallow moon, and by its wan light he could see, dimly, the courtyard."
0,"There, weaving in and out in the pattern of shadow, were black, noiseless forms; the hounds heard him at the window and looked up, expectantly, with their green eyes."
0,Rainsford went back to the bed and lay down.
0,By many methods he tried to put himself to sleep.
1,"He had achieved a doze when, just as morning began to come, he heard, far off in the jungle, the faint report of a pistol."
1,General Zaroff did not appear until luncheon.
0,He was dressed faultlessly in the tweeds of a country squire.
0,He was solicitous about the state of Rainsford's health.
0,"""As for me,"" sighed the general, ""I do not feel so well."
0,"I am worried, Mr. Rainsford."
0,"Last night I detected traces of my old complaint."""
0,"To Rainsford's questioning glance the general said, ""Ennui."
0,"Boredom."""
0,"Then, taking a second helping of crêpes Suzette, the general explained: ""The hunting was not good last night."
0,The fellow lost his head.
0,He made a straight trail that offered no problems at all.
0,"That's the trouble with these sailors; they have dull brains to begin with, and they do not know how to get about in the woods."
0,They do excessively stupid and obvious things.
0,It's most annoying.
0,"Will you have another glass of Chablis, Mr."
0,"Rainsford?"""
1,"""General,"" said Rainsford firmly, ""I wish to leave this island at once."""
0,The general raised his thickets of eyebrows; he seemed hurt.
0,"""But, my dear fellow,"" the general protested, ""you've only just come."
0,"You've had no hunting—""

""I wish to go today,"" said Rainsford."
0,"He saw the dead black eyes of the general on him, studying him."
0,General Zaroff's face suddenly brightened.
1,He filled Rainsford's glass with venerable Chablis from a dusty bottle.
0,"""Tonight,"" said the general, ""we will hunt—you and I."""
0,Rainsford shook his head.
0,"""No, general,"" he said."
0,"""I will not hunt."""
0,The general shrugged his shoulders and delicately ate a hothouse grape.
0,"""As you wish, my friend,"" he said."
0,"""The choice rests entirely with you."
0,"But may I not venture to suggest that you will find my idea of sport more diverting than Ivan's?"""
0,"He nodded toward the corner to where the giant stood, scowling, his thick arms crossed on his hogshead of chest."
0,"""You don't mean—"" cried Rainsford."
0,"""My dear fellow,"" said the general, ""have I not told you I always mean what I say about hunting?"
0,This is really an inspiration.
0,"I drink to a foeman worthy of my steel - at last."""
0,"The general raised his glass, but Rainsford sat staring at him."
0,"""You'll find this game worth playing,"" the general said enthusiastically."""
0,Your brain against mine.
0,Your woodcraft against mine.
0,Your strength and stamina against mine.
0,Outdoor chess!
0,"And the stake is not without value, eh?"""
0,"""And if I win—"" began Rainsford huskily."
0,"""I'll cheerfully acknowledge myself defeat if I do not find you by midnight of the third day,"" said General Zaroff."
0,"""My sloop will place you on the mainland near a town."""
0,The general read what Rainsford was thinking.
0,"""Oh, you can trust me,"" said the Cossack."
0,"""I will give you my word as a gentleman and a sportsman."
0,"Of course you, in turn, must agree to say nothing of your visit here."""
0,"""I'll agree to nothing of the kind,"" said Rainsford."
0,"""Oh,"" said the general, ""in that case."
0,.
0,.
0,But why discuss that now?
0,"Three days hence we can discuss it over a bottle of Veuve Cliquot, unless ."
0,.
0,"."""
0,The general sipped his wine.
1,Then a businesslike air animated him.
0,"""Ivan,"" he said to Rainsford, ""will supply you with hunting clothes, food, a knife."
0,I suggest you wear moccasins; they leave a poorer trail.
0,"I suggest, too, that you avoid the big swamp in the southeast corner of the island."
0,We call it Death Swamp.
0,There's quicksand there.
0,One foolish fellow tried it.
0,The deplorable part of it was that Lazarus followed him.
0,"You can imagine my feelings, Mr. Rainsford."
0,I loved Lazarus; he was the finest hound in my pack.
0,"Well, I must beg you to excuse me now."
0,I always' take a siesta after lunch.
0,"You'll hardly have time for a nap, I fear."
0,"You'll want to start, no doubt."
0,I shall not follow till dusk.
0,"Hunting at night is so much more exciting than by day, don't you think?"
0,"Au revoir, Mr. Rainsford, au revoir."""
0,"General Zaroff, with a deep, courtly bow, strolled from the room."
1,From another door came Ivan.
0,"Under one arm he carried khaki hunting clothes, a haversack of food, a leather sheath containing a long-bladed hunting knife; his right hand rested on a cocked revolver thrust in the crimson sash about his waist."
0,.
0,.
0,.
1,Rainsford had fought his way through the bush for two hours.
0,"""I must keep my nerve."
0,"I must keep my nerve,"" he said through tight teeth."
1,He had not been entirely clearheaded when the château gates snapped shut behind him.
0,"His whole idea at first was to put distance between himself and General Zaroff; and, to this end, he had plunged along, spurred on by the sharp rowers of something very like panic."
0,"Now he had got a grip on himself, had stopped, and was taking stock of himself and the situation."
0,He saw that straight flight was futile; inevitably it would bring him face to face with the sea.
0,"He was in a picture with a frame of water, and his operations, clearly, must take place within that frame."
1,"""I'll give him a trail to follow,"" muttered Rainsford, and he struck off from the rude path he had been following into the trackless wilderness."
0,"He executed a series of intricate loops; he doubled on his trail again and again, recalling all the lore of the fox hunt, and all the dodges of the fox."
0,"Night found him leg-weary, with hands and face lashed by the branches, on a thickly wooded ridge."
0,"He knew it would be insane to blunder on through the dark, even if he had the strength."
0,"His need for rest was imperative and he thought, ""I have played the fox, now I must play the cat of the fable."""
0,"A big tree with a thick trunk and outspread branches was near by, and, taking care to leave not the slightest mark, he climbed up into the crotch, and, stretching out on one of the broad limbs, after a fashion, rested."
0,Rest brought him new confidence and almost a feeling of security.
0,"Even so zealous a hunter as General Zaroff could not trace him there, he told himself; only the devil himself could follow that complicated trail through the jungle after dark."
1,"But perhaps the general was a devil—

An apprehensive night crawled slowly by like a wounded snake and sleep did not visit Rainsford, although the silence of a dead world was on the jungle."
0,"Toward morning when a dingy gray was varnishing the sky, the cry of some startled bird focused Rainsford's attention in that direction."
0,"Something was coming through the bush, coming slowly, carefully, coming by the same winding way Rainsford had come."
0,"He flattened himself down on the limb and, through a screen of leaves almost as thick as tapestry, he watched."
0,.
0,.
0,.
0,That which was approaching was a man.
1,It was General Zaroff.
0,He made his way along with his eyes fixed in utmost concentration on the ground before him.
0,"He paused, almost beneath the tree, dropped to his knees and studied the ground."
